theta_deg,hl_ratio,tl_ratio,E1_Es,E2_Es,nu12,nu21,rel_density
-30.285184042731316,1.001694338307828,0.07903349037304347,0.0033699731077910552,0.00038133291845918416,-2.9727683529904363,-0.3363867887634288,0.2761691584649598
-8.328255721477248,0.7292198960783112,0.18575861355274945,0.5173071451121741,0.0038667989521195822,-11.56640625794669,-0.08645727788723925,0.4383989547119143
-10.63936780159797,1.809125387656834,0.04475974116342281,0.0015915614550424293,0.0001534528858043118,-3.2205064723508134,-0.31051016620688504,0.05339424700868644
-38.36014682548815,0.7646864795433492,0.04931250555165874,0.0016943923291494324,3.583689879907654e-05,-6.876093573708393,-0.14543141236815413,0.6033535074890599
-32.45186662391862,1.3349891010311732,0.19088534905201743,0.02553130676930571,0.009241726587072405,-1.6621107713737886,-0.6016446179296867,0.472450225431624
-69.47453022020656,1.9643012965371338,0.06155491903121468,9.071865028878547e-05,0.0055611756358902135,-0.127721786443216,-7.829517796829371,0.3385757879881472
-7.532606589261377,1.5984776332517225,0.18629750704167589,0.25419710854083793,0.009737736068471498,-5.109239998657132,-0.19572382590421109,0.23041734137563513
-35.296808507422035,1.6594955392871409,0.12941442431298036,0.004898409045436752,0.004312277338156587,-1.06579623599357,-0.9382656517526237,0.26822129025646707
-10.023258379984156,0.6007441459365503,0.18087248120103502,0.4507972961649629,0.002644084128833271,-13.057289001490219,-0.0765855760629845,0.5597588954848336
-19.672931329027193,0.7578040463470274,0.03984053687224854,0.001247546677592103,3.1898894807494375e-05,-6.253750977258217,-0.15990403257764865,0.13852811203767007
-21.142741306085945,1.8022322397936017,0.11360887615893592,0.0072923995545529285,0.0026053061547966876,-1.6730381538029064,-0.5977149999400466,0.1606421377997313
-17.792853883794777,1.674519253185264,0.030645257961048715,0.00021437685048621767,4.563888618576243e-05,-2.167311945227816,-0.46140104667530246,0.043195169473639765
-20.23871837561287,1.7421841825062798,0.19243503944152926,0.040015603682425634,0.012046124783002666,-1.8225984968169735,-0.5486671923335953,0.27484800861048786
-40.192280705070985,1.263189708160222,0.08561843277687975,0.0018631985571656198,0.0008699489634591184,-1.4634661515740026,-0.6833092784035144,0.29599222791334284
-34.54881344749918,1.5770087856316692,0.18989622735535636,0.01736511951741212,0.012376848864067692,-1.1844966710550626,-0.8442404478091724,0.4083085865441146
-14.919578466799166,0.8950135381034396,0.05019073237308157,0.0028908995127764035,8.93439696792009e-05,-5.688318108712559,-0.17579888833367843,0.11792960944899558
-34.76696319959557,1.7817346045482867,0.0478432009385436,0.00022835990948392174,0.00023932833886649449,-0.9768162321949504,-1.0237340116195188,0.09089997847632672
-48.05884352198676,1.7002999145547548,0.029414405032687854,3.214218241076472e-05,8.152779781044119e-05,-0.6278918196044289,-1.5926310373497123,0.08512975974570254
